source,target,en_length,zh_length
"{b}\""I'd hear a young man screaming for help, all distorted like it was recorded on a tape, and then there'd be this high-pitched laughter--\""{/b}",{b}\,146,4
"Something bangs like a screen door swinging closed, and not very far away.",类似纱门碰撞的声音响了起来，而且就在不远处。,74,22
Dev's voice drops to a whisper.,Dev极力压低声音。,31,10
"Then, before Cam can fully absorb exactly what's happening, Dev is pulling him along, running full tilt through the sage brush, toward the road, and back toward Lake Emma...",然后，在Cam尚不完全理解发生了什么之前，Dev拉着他全速穿过艾灌丛，跑向公路，直奔艾玛湖...,173,48
"Devon's feet ache from the plethora of rocks he'd trampled on, the tough pads on the undersides feeling almost torn up from the rough terrain.",大量碎石令Devon的双脚疼痛不已，坚硬的足垫也几乎被崎岖的地形撕裂。,142,35
"He's thankful though, if only for the fact that he hadn't run himself and Cameron into a cactus.",不过他还是很庆幸他们没有撞上仙人掌。,96,18
Cameron's voice jerks with every running step.,Cameron的声音随着每一步的奔跑而颤动。,46,22
"Dev huffs and puffs for air, now aware that he's a bit more out of shape than he realized.",Dev呼哧呼哧地喘着气，现在他才意识到他的身材比自己想的还要差一些。,90,34
He hadn't run in earnest for at least a few years.,他至少几年没有认真跑过步了。,50,14
"The bear slows down now that his stuck jeep is in sight, and he finally lets go of Cameron's paw before doubling over to rest his paws on his knees, wheezing.",在看到深陷原地的吉普车后，熊终于放慢了速度。他终于松开了牵着Cameron的手，然后弯下腰，用爪子撑住膝盖，气喘吁吁。,158,59
Dev's large rear hits the ground with a thump as he reaches down to massage the back of his thigh.,Dev一屁股跌坐在地上，迫不及待地伸手去按摩大腿。,98,25
"Before Devon can even follow the directions, Cameron takes the bear's right leg and slowly lifts it up, making Dev spasm as the cramping muscle is slowly stretched out.",不等Dev按指示躺下，Cameron便抓住熊的右腿慢慢抬起。抽筋的肌肉逐渐舒展开来，Dev不由得一哆嗦。,168,52
Cam gently rocks the leg back and forth.,Cam轻轻晃动熊的腿。,40,11
"Despite the light conversation, Dev sees Cam looking over his shoulder, toward the town, like he's waiting for a mob of hillbillies to come raging up the road.",尽管聊得很轻松，但Dev还是看见了Cam不时回头望向小镇的样子，似乎是在害怕一群怒气冲冲的乡巴佬追上来。,159,52
Dev grunts as Cameron stretches his leg back again.,Cameron把dev的腿重新拉直，熊哼哼道：,51,23
"Dev finally pulls his foot back, gingerly getting to his feet while continuing to rub at his thigh.",Dev终于收回腿，小心翼翼地站了起来，同时继续揉着大腿。,99,28
Devon waves his paw at the lake.,Devon朝艾玛湖挥了挥爪子。,32,15
"Cameron stares at the lake, seeming to think, then looks back at Dev.",Cameron凝视着湖水，像是在思考什么，然后他回头看向Dev。,69,32
Dev's upbeat mood disappears in an instant.,Dev的乐观瞬时被击垮了。,43,13
Devon is caught off-guard.,Devon有些猝不及防。,26,12
He knows Cameron is trying to take the focus off the fact that he's still messing around with the supernatural in a dangerously supernatural place.,他知道，Cameron是想把注意力从他仍在一个危险的超自然之地，与超自然现象打交道的事实上转移开。,147,49
But he also knows exactly what Cameron is referring to.,但他同样清楚Cameron指的是什么。,55,19
"The chapter in {b}Haunted Echo{/b} titled \""Entities of Static\"" described exactly that, and in the thick of trying to figure out whom to call, he hadn't realized that was the \""forest\"".",在{b}闹鬼的回音镇{/b}一文中，一篇名为‘静电实体’的章节正是描述了这一点。他此前一直忙着打电话，完全没有意识到就是那片‘树林’。,187,67
Dev's surprise must be pretty obvious as Cameron grins.,Dev的惊讶显而易见，Cameron咧嘴一笑。,55,23
Cameron's sudden joyous reaction surprises the bear.,Cameron突如其来的雀跃令熊感到有些意外。,52,23
"Cam's bottom lip trembles with emotion and Dev shakes off his feelings of unease, drawing him into a hug.",Cam的下唇激动地颤抖着。Dev甩开不安的感觉，将Cam拥入怀中。,105,33
Cameron's voice is muffled against Dev's chest.,Cameron紧贴在Dev胸前，声音因此变得沉闷。,47,25
"Dev nuzzles Cameron reassuringly, but the coyote doesn't answer, and even though that bothers the bear, he doesn't press the issue, just wanting Cameron to feel happy for now.",Dev安抚地用鼻子去蹭Cameron，但郊狼没有回应，这让熊感到有些担忧，但他并没有表现出来。眼下，他只想让Cam感到高兴。,175,62
"Cameron sits in the trunk of the jeep, legs hanging out over the edge, dangling toward the ground that's further away than usual due to the tilt.",Cameron坐在吉普车的后备箱上，双腿悬在边缘，摇摇晃晃地垂向地面。由于车身倾斜，这比平时要高一些。 ,145,52
"Meanwhile, he fiddles with his old acoustic guitar that had been stashed in the jeep for at least a year, tuning it slowly.",与此同时，他摆弄着那把至少在吉普车里藏了一年的旧吉他，慢慢调起音来。 ,123,35
He hadn't even remembered it was there until they'd folded down the seats for a place to try and sleep.,要不是他们得把座椅折起来睡觉，他根本不记得自己有把吉他放在这儿。,103,32
"He'd last played it at Devon's parents' house because they wanted to hear him perform, and he'd just left it there in the jeep afterwards.",他上一次弹还是在Dev父母家里，应他们的要求，之后这吉他便再没有离开吉普。,138,37
He hadn't had a reason to play it since.,自那以后，他便没有了碰这把吉他的理由。,40,19
"The rest of the night, or early morning, really, hadn't been terrible.",余下的夜晚和清晨真的并不算糟。,70,15
"Dev was easily comfortable, the hard surface not all that different from his side of the mattress which was rock hard compared to Cameron's much squishier foam.",Dev很容易感到满足，与Cameron那边柔软的海绵橡胶不同，他的床垫硬得和岩石没什么两样。 ,160,47
"He had tossed and turned until Dev finally pulled him in to lay his head on the bear's stomach, the soft warm surface enough to lull Cameron into a dozing state of consciousness while Dev snored loudly.",Cameron辗转反侧，直到Dev伸手一拉，让他枕在自己的肚子上，柔软温暖的表面足以让Cameron昏昏欲睡，Dev则在一旁大声打着鼾。,202,68
"He'd gotten used to the snoring after all these years, and now found it comforting rather than annoying.",这么多年过去了，Cam已经习惯了鼾声，如今更是感到安慰，而非恼怒。,104,33
"It was a good night, considering the circumstances.",考虑到周围的环境，还算是个美妙的夜晚。,51,19
"Dev had been unsure about sleeping in the tilted jeep at all because it gave him a \""bad feeling\"".",Dev不确定要不要睡在倾斜的吉普车里，因为这令他有种‘不好的感觉’。 ,99,35
"He also had a bad feeling about Cameron going back to the motel with him, so he'd left him here alone while the bear gathered up the rest of their stuff.",但住在汽车旅馆同样不是个好主意。于是他把Cameron一个人留在这里，把剩下的东西独自收拾了回来。,153,49
"Five hours had passed since Artie texted Devon, so the bear had been getting antsy about that as well.",距离Artie给Devon发短信已经过去五个小时了，熊因此开始坐立不安。,102,36
"They'd had a bit of an argument, and Cameron only agreed to stay behind when Dev promised not to go back to that forest to text Artie again.",他们还吵了一架，直到Dev答应不再回到那片树林给Artie发短信，Cameron才同意留下。,140,46
"Now Cameron sits here moping, the feeling of a lopsided relationship returning.",现在，Cameron闷闷不乐地坐在车上，感觉不平衡的关系又回来了。 ,79,34
"He mumbles to himself quietly out of habit, knowing people didn't like hearing it since he was {b}good enough{/b}, which had been his goal.",他习惯性地小声嘀咕着，心里明白在达到别人眼中{b}足够优秀{/b}，即他曾经的目标之前，并不会有人想听到这一番自艾。,139,58
"All of his singer-songwriter idols played guitar, and he'd wanted to be just like them.",他崇拜的那些创作型歌手都会弹吉他，他也想效仿他们。,87,25
"He'd forced himself to learn how to become good enough, with all the awkward fingerings, the constant tuning, and the pain of holding down steel strings with his finger pads, even after he built up callouses.",他强迫自己学会如何变得足够好，就算生了老茧，他也要经受住用指垫按住钢弦的痛苦，用笨拙的指法不断调音。,208,50
That's how he'd describe guitar in general; a pain.,这便是他对吉他的描述：一种痛苦。 ,51,17
"He preferred piano, and that's what he used to write all of his music.",他更喜欢钢琴，他之前所有的音乐都是在钢琴上创作的。,70,25
"But the devastatingly sad men of the '90s Northwest indie music scene didn't play piano, they played guitar, because they were also rugged and tough, molded by the logging towns they originated from.",但90年代西北独立乐坛那些忧郁至极的男人们不弹钢琴，只弹吉他，因为吉他是粗犷而坚韧的乐器，就和来自伐木城镇的他们一样。,199,59
